features,label
"[-50.142258 -58.660503 -62.26386  -63.16495  -62.44362  -60.078617
 -56.500042 -56.318066 -55.778133 -58.24434  -57.40646  -55.9381
 -53.396126 -50.68665  -49.534893 -46.23952  -45.61148  -41.523922
 -38.619267 -36.3153   -35.619743 -36.847847 -40.319176 -44.303665
 -44.270683 -46.725132 -46.714184 -47.647842 -47.177753 -46.61465
 -47.023006 -45.00139  -44.225616 -42.246258 -41.53455  -41.38822
 -41.14155  -42.002827 -42.294586 -43.386757 -45.343792 -49.082565
 -52.244553 -53.324074 -53.084496 -52.80322  -53.043926 -52.07528
 -51.62955  -49.710167 -48.766533 -47.68896  -49.0076   -52.27908
 -55.678684 -58.352604 -59.32576  -60.810787 -61.809093 -62.559246
 -62.542953 -61.303337 -60.18612  -60.150776 -60.619766 -61.655567
 -62.279278 -60.789566 -59.9247   -61.619244 -64.63495  -67.16523
 -67.87426  -67.90367  -66.575615 -65.372665 -65.81619  -66.3184
 -66.4777   -68.40366  -70.936714 -72.59587  -73.48275  -74.097984
 -73.32066  -71.725845 -70.55277  -70.27916  -71.05545  -72.63908
 -71.505974 -70.13597  -69.453636 -67.66724  -66.25226  -65.889656
 -66.48081  -67.78093  -69.65957  -70.97944  -71.905975 -73.00494
 -72.27487  -71.8242   -73.31436  -74.21791  -74.85121  -74.84834
 -75.55516  -75.136375 -73.88076  -73.60588  -74.40177  -74.82397
 -75.488464 -76.38015  -77.0811   -78.63495  -80.       -80.
 -80.       -80.       -80.       -80.       -80.       -80.
 -80.       -80.      ]",101 - Dog
"[-30.60975  -31.390553 -36.784935 -43.38478  -48.01528  -51.591877
 -53.920696 -57.373177 -56.776123 -58.72339  -59.52507  -61.299793
 -62.200607 -62.233562 -62.172665 -61.88128  -64.34488  -63.427967
 -64.03039  -63.783062 -63.014877 -60.849922 -58.381363 -58.608387
 -56.13595  -54.980522 -52.98549  -51.828995 -48.464    -46.096664
 -43.94966  -40.23973  -38.450832 -36.4769   -35.353786 -35.391945
 -35.313545 -34.47352  -34.719376 -34.163033 -33.378716 -34.10995
 -35.177124 -37.12509  -38.669754 -39.468605 -40.838356 -41.89282
 -42.904713 -43.897755 -43.98338  -42.416527 -40.07947  -38.732708
 -35.821228 -33.28959  -30.873156 -29.925488 -27.967861 -25.631128
 -25.008764 -25.75159  -27.157831 -29.556396 -33.5906   -38.09617
 -41.877598 -43.71304  -45.658115 -45.333527 -45.498478 -45.55128
 -44.866096 -44.852768 -45.828804 -45.95113  -47.575157 -49.94195
 -52.144505 -53.754032 -54.98025  -56.134712 -56.992474 -56.906876
 -56.848953 -56.904465 -58.648434 -59.445393 -59.855286 -61.26044
 -61.80587  -61.826942 -62.573475 -63.856773 -64.82455  -65.38516
 -64.725174 -64.393074 -65.710556 -67.438324 -67.96263  -66.984535
 -66.894196 -68.15378  -69.528854 -70.61211  -71.9885   -73.11322
 -73.54592  -73.012764 -73.27488  -74.920074 -77.11267  -77.750275
 -78.21465  -78.0066   -78.29939  -78.84729  -79.780716 -79.893364
 -79.86915  -79.90257  -79.89486  -79.91714  -79.93693  -79.95549
 -79.887886 -79.87678 ]",105 - Frog
"[-51.272415 -40.52556  -35.30117  -30.808096 -28.205875 -28.637634
 -29.128902 -29.981817 -29.728321 -31.494343 -30.348236 -29.697168
 -29.38186  -29.586243 -30.260231 -29.782509 -31.474348 -31.036804
 -32.25337  -32.00503  -32.90644  -33.210827 -33.711243 -34.97209
 -33.848198 -35.927326 -34.944725 -34.795605 -34.664284 -35.264027
 -35.337826 -34.184345 -35.03072  -34.372364 -34.94221  -35.368553
 -35.519733 -36.548447 -36.729774 -37.40714  -38.38187  -39.426334
 -40.138794 -41.61939  -42.89522  -43.360462 -44.19655  -43.898357
 -43.573658 -42.624905 -42.41527  -42.40879  -42.881805 -44.22085
 -44.47666  -44.33141  -44.511257 -44.946598 -45.187992 -47.007977
 -46.871784 -46.4083   -46.11042  -44.929947 -44.36331  -44.395805
 -44.568157 -44.983772 -45.252743 -45.695187 -45.715305 -46.01411
 -46.148216 -47.18074  -48.483112 -49.054104 -49.277702 -49.5776
 -50.08327  -50.85181  -51.47152  -52.306183 -53.06518  -54.02741
 -54.836037 -55.32064  -55.565025 -56.239243 -57.211235 -57.89646
 -57.712215 -58.26972  -58.991802 -59.661045 -60.554424 -61.297913
 -61.745277 -62.56997  -63.337364 -64.16294  -64.18725  -64.61941
 -65.24331  -65.54523  -65.9535   -66.45814  -66.97479  -67.61453
 -68.1363   -64.51329  -66.09448  -69.30491  -68.84372  -71.83525
 -72.620384 -74.542046 -75.45301  -76.28881  -77.465385 -78.7486
 -78.605515 -79.019325 -79.61044  -79.91405  -79.92646  -79.95218
 -79.966    -79.966034]",103 - Pig
"[-65.371735 -66.2121   -66.15807  -58.839546 -55.53733  -55.700104
 -58.91896  -66.45163  -65.71358  -63.09556  -61.819954 -63.70073
 -66.27523  -65.6752   -64.32843  -60.547386 -60.544926 -62.88613
 -66.12417  -64.91515  -62.184868 -60.939045 -62.03228  -65.10885
 -64.30952  -64.48356  -63.697773 -64.116295 -65.57844  -66.68887
 -66.21001  -64.52955  -63.597404 -64.62572  -67.05593  -66.75977
 -65.776085 -65.090126 -65.80289  -66.89064  -65.962776 -65.22808
 -66.571175 -68.042595 -66.572205 -65.66568  -66.34562  -66.581055
 -66.170425 -66.79593  -67.13639  -66.38554  -67.58304  -68.36542
 -67.854485 -68.63624  -67.69045  -67.81052  -67.992134 -67.623055
 -68.91494  -68.57713  -69.26637  -69.00626  -69.82675  -70.028755
 -70.72829  -70.705956 -70.78394  -71.60176  -72.09654  -71.61435
 -71.505936 -71.821846 -72.106606 -72.20192  -72.52022  -73.02879
 -73.03489  -72.8815   -73.01409  -73.30801  -73.532745 -73.706604
 -73.92774  -74.25046  -74.35344  -74.61733  -74.74669  -74.822685
 -75.089424 -75.22852  -75.2787   -75.45338  -75.61427  -75.844
 -76.064835 -76.138855 -76.37758  -76.513565 -76.62702  -76.71601
 -76.957115 -76.92829  -77.07632  -77.16938  -77.333336 -77.39276
 -77.58788  -77.83731  -78.07656  -78.2181   -78.41908  -78.564705
 -78.77433  -78.95116  -79.077965 -79.24575  -79.45728  -79.72506
 -79.83082  -79.88021  -79.85553  -79.937195 -79.95859  -79.95889
 -79.95912  -79.95926 ]",104 - Cow
"[-79.49153  -79.00919  -78.7862   -78.81196  -78.787796 -78.50284
 -78.377045 -78.64563  -78.631935 -78.651764 -78.571075 -78.52362
 -78.368866 -78.28177  -78.32151  -78.061966 -77.92723  -77.74604
 -77.72677  -77.59125  -77.0906   -76.935745 -77.060036 -77.045135
 -76.93905  -76.95519  -76.512245 -76.52538  -76.620865 -76.60434
 -76.64657  -76.43323  -76.35645  -76.4435   -76.43761  -76.603485
 -76.845116 -76.92466  -76.965744 -77.158356 -76.95783  -76.877075
 -77.02369  -77.02476  -76.887314 -76.65894  -76.3153   -76.23133
 -76.28157  -76.73037  -77.03674  -77.051025 -77.042435 -76.95902
 -77.03433  -76.90649  -76.83911  -76.78608  -76.96946  -77.070076
 -77.111336 -77.26127  -77.40513  -77.38754  -77.403564 -77.65676
 -77.56877  -77.71343  -77.7881   -77.828514 -77.98501  -78.13577
 -78.34156  -78.37106  -78.53315  -78.386246 -78.01599  -78.0274
 -78.42028  -78.55928  -78.68966  -78.76648  -78.92664  -78.84731
 -78.809814 -78.762215 -78.82613  -78.81478  -78.795784 -78.90505
 -78.91207  -79.05424  -79.12891  -79.02581  -78.70983  -78.572
 -78.7393   -78.7014   -78.633194 -78.54997  -78.653915 -78.723
 -78.745415 -78.72807  -78.772514 -78.96948  -79.03756  -79.12863
 -79.24573  -79.263176 -79.30672  -79.34179  -79.416176 -79.48313
 -79.58535  -79.624405 -79.5982   -79.59844  -79.638504 -79.97344
 -79.98665  -79.9785   -79.927704 -79.79217  -79.76582  -80.
 -80.       -80.      ]",101 - Dog
"[-19.471516 -26.052034 -28.868185 -29.788269 -28.368397 -21.6876
 -18.653942 -26.240582 -36.744072 -43.34043  -44.433376 -45.010605
 -41.37075  -40.120533 -45.760315 -46.911957 -46.881172 -43.347054
 -40.73323  -36.61221  -36.4059   -40.477253 -41.41727  -42.591396
 -40.081852 -39.473972 -34.61781  -34.780846 -37.501762 -40.063087
 -42.38219  -42.45389  -41.675762 -37.651173 -34.682392 -35.20161
 -38.554688 -41.493088 -40.99856  -41.900127 -44.81126  -45.880405
 -41.204044 -37.99657  -38.639065 -41.6443   -44.033318 -43.599693
 -43.6447   -43.96439  -45.369183 -46.160378 -45.597927 -47.365547
 -48.465214 -50.86625  -52.970284 -52.51187  -52.1957   -51.582943
 -50.221275 -50.917248 -53.746098 -54.631153 -54.37065  -54.06719
 -56.14112  -57.654327 -56.478275 -57.666653 -59.777004 -59.307663
 -61.914455 -62.90231  -61.78426  -61.92894  -61.576557 -61.29306
 -61.59492  -61.536057 -64.12546  -64.983    -66.465775 -69.0151
 -71.111664 -72.54988  -72.253174 -70.99491  -69.78881  -69.80722
 -70.0995   -71.20072  -72.87234  -73.347206 -74.601944 -76.20876
 -75.71155  -75.43215  -76.361275 -77.20479  -78.26495  -78.11724
 -77.96065  -78.47685  -78.730606 -78.71723  -79.02409  -79.23636
 -78.94894  -78.862076 -79.05328  -78.94421  -78.57421  -78.41529
 -78.12262  -77.8175   -77.60887  -76.89422  -79.06135  -79.5758
 -79.10853  -78.87812  -78.5841   -79.75041  -79.987114 -79.98728
 -79.9874   -79.98747 ]",104 - Cow
"[-66.8941   -71.5983   -72.99764  -72.468185 -72.47279  -73.28281
 -73.47412  -73.86231  -71.27059  -72.53283  -74.7118   -75.174644
 -75.33321  -75.433815 -75.69477  -74.72167  -75.10179  -75.01713
 -75.74122  -75.48034  -75.264786 -74.68272  -74.04728  -74.55739
 -73.62866  -74.23024  -72.622154 -71.37015  -72.00797  -72.23776
 -72.36219  -71.64946  -71.81618  -71.37334  -71.260345 -70.88161
 -70.25256  -69.91656  -69.09176  -68.83206  -68.54537  -67.857315
 -67.40485  -67.368965 -67.64309  -68.4275   -69.15617  -69.66006
 -70.01762  -70.12125  -70.36653  -70.46063  -70.46462  -69.92948
 -69.700264 -69.99577  -70.63885  -70.95068  -71.05343  -70.52384
 -70.33457  -69.757904 -69.8263   -69.992386 -69.68529  -69.69091
 -69.92155  -70.108955 -70.419426 -70.39911  -70.28725  -70.127304
 -69.71189  -69.279144 -69.0513   -69.60841  -70.02123  -70.02166
 -70.90785  -71.311844 -71.45794  -71.35041  -71.58657  -71.29491
 -71.82756  -72.78073  -72.96868  -73.327194 -73.99389  -74.75016
 -75.282166 -75.83995  -75.97373  -75.857155 -75.74691  -75.65712
 -75.99177  -76.19671  -76.61097  -76.7707   -76.88434  -76.77429
 -76.86812  -77.20185  -77.22605  -77.23783  -77.485085 -77.80579
 -77.93464  -78.12431  -78.46288  -78.718414 -79.33063  -79.68721
 -79.77161  -79.76688  -79.81782  -79.95065  -79.98017  -79.99446
 -79.99494  -79.9886   -79.99145  -79.99324  -79.99599  -79.997154
 -80.       -80.      ]",101 - Dog
"[-55.38711  -62.012787 -62.62801  -59.585213 -57.734764 -58.874176
 -59.269604 -60.699154 -57.076927 -56.555756 -57.507122 -59.34441
 -60.33077  -60.2769   -59.487114 -57.180332 -55.825054 -52.25684
 -50.635487 -50.03513  -50.677475 -51.749825 -51.087482 -51.75388
 -50.712914 -52.521915 -53.79195  -55.94206  -55.546547 -56.243946
 -57.761093 -57.392673 -58.974056 -59.443752 -60.915386 -61.858
 -60.82909  -60.42988  -61.116543 -61.75823  -62.245163 -63.013027
 -63.949017 -64.57189  -64.83826  -64.86014  -65.67804  -66.44711
 -66.72054  -65.41657  -64.99715  -65.72516  -66.9796   -67.72831
 -67.57032  -67.76396  -68.43606  -69.52811  -69.97863  -71.37395
 -71.534325 -71.30542  -71.05962  -71.131996 -71.316605 -71.095726
 -70.520454 -70.00751  -69.62904  -70.67825  -71.23829  -71.984795
 -73.39483  -73.65513  -73.32461  -73.29488  -73.12348  -73.48204
 -73.36815  -74.29933  -75.19135  -75.75746  -76.06936  -75.78304
 -75.83048  -75.74361  -75.65741  -75.82003  -75.253334 -75.86616
 -76.02979  -76.07176  -75.63593  -75.22634  -75.01599  -75.21704
 -75.37825  -75.47445  -75.99695  -76.77349  -77.37998  -77.30893
 -77.36106  -77.06922  -77.35513  -77.73269  -78.029434 -78.17242
 -78.5029   -78.53729  -78.22129  -77.751495 -77.69801  -77.94147
 -78.38733  -78.714165 -78.82425  -79.37616  -80.       -80.
 -80.       -80.       -80.       -80.       -80.       -80.
 -80.       -80.      ]",101 - Dog
"[-65.11503  -65.5886   -66.34451  -68.67263  -68.558266 -69.21149
 -68.62626  -69.16884  -67.62535  -68.45963  -67.951515 -67.956985
 -67.25845  -65.30678  -63.008358 -57.60487  -55.751606 -54.91156
 -57.16834  -58.712177 -60.7566   -62.654343 -63.343452 -64.77849
 -64.54021  -65.26875  -64.911064 -65.53211  -66.09545  -65.06917
 -63.346146 -61.953224 -62.15083  -61.13237  -61.51588  -62.53737
 -63.439747 -63.537464 -62.33046  -61.26563  -61.215187 -61.753914
 -62.228283 -62.872772 -63.306202 -64.57499  -65.09513  -65.30287
 -66.634995 -67.087685 -67.45422  -68.41699  -68.63261  -69.01708
 -69.323204 -69.19686  -70.258255 -71.64285  -71.81761  -71.5209
 -70.272995 -69.22433  -70.07756  -71.263084 -73.3609   -74.5782
 -74.7531   -75.17823  -74.803185 -74.21507  -73.94494  -73.907455
 -73.07645  -73.4365   -74.66026  -75.15614  -73.83178  -73.34953
 -73.5295   -74.016235 -74.22788  -74.22975  -74.469124 -73.6638
 -73.48987  -74.31167  -75.438385 -76.79978  -77.34818  -76.93537
 -76.96362  -77.19753  -76.6563   -77.54273  -78.36013  -77.78184
 -77.54452  -76.92119  -76.76291  -77.18037  -78.44809  -78.36231
 -78.94809  -79.26152  -78.69733  -78.72547  -78.60122  -77.92257
 -78.51742  -78.98372  -79.32206  -79.65375  -79.84314  -79.965416
 -79.91116  -79.996666 -79.99712  -80.       -80.       -80.
 -80.       -80.       -80.       -80.       -80.       -80.
 -80.       -80.      ]",102 - Rooster
"[-24.092505 -32.19097  -38.093327 -39.744965 -41.438335 -44.185318
 -45.764606 -48.035248 -46.381126 -43.615334 -38.282387 -35.29919
 -33.2403   -33.0439   -35.26546  -35.449017 -37.910877 -38.186634
 -38.894337 -37.854237 -37.370182 -37.084652 -36.50955  -37.535362
 -36.57495  -38.5332   -38.93528  -39.682972 -39.933426 -40.273663
 -41.473305 -40.29119  -41.021786 -40.75937  -41.104298 -40.750687
 -39.674778 -38.922226 -38.37003  -36.74062  -35.212364 -34.37764
 -34.41499  -34.051086 -33.456615 -32.227406 -32.42174  -33.048656
 -33.207806 -33.682262 -33.695827 -33.376774 -33.501446 -33.421074
 -33.59897  -33.74845  -33.93836  -34.265484 -34.1328   -34.120003
 -35.19159  -36.858162 -36.273403 -37.05026  -38.95233  -39.74253
 -41.317364 -42.701668 -42.14122  -43.18759  -43.841797 -44.038746
 -43.98398  -43.922337 -43.676365 -43.284794 -45.87962  -47.097664
 -47.949512 -49.18337  -51.0273   -52.396183 -53.564873 -53.875317
 -52.504845 -51.244644 -53.088005 -55.900238 -58.28014  -59.77405
 -61.564384 -62.234222 -63.149246 -63.372185 -63.125614 -62.35348
 -60.723763 -58.13971  -53.473106 -49.938    -49.20115  -47.758995
 -48.61297  -48.035896 -52.5045   -55.169994 -58.659817 -61.95838
 -63.448883 -64.20792  -65.45934  -66.14032  -66.962776 -67.5014
 -67.819046 -68.16108  -68.489044 -68.8157   -72.40117  -79.08525
 -79.04135  -79.30824  -79.3206   -79.85283  -80.       -80.
 -80.       -80.      ]",105 - Frog
"[-77.97575  -77.571884 -75.54793  -73.21659  -73.5527   -74.031425
 -71.3876   -70.446175 -68.50999  -69.16023  -69.530594 -69.30632
 -68.35408  -68.11872  -67.1387   -63.650917 -61.84656  -58.161854
 -56.772343 -55.247364 -54.795605 -54.20737  -51.90654  -51.014923
 -48.36078  -48.256653 -46.090504 -45.607788 -45.66884  -45.546276
 -44.31016  -42.263832 -41.70144  -40.531033 -42.34797  -44.084198
 -45.177177 -47.937508 -49.164886 -50.7508   -52.959377 -53.475674
 -53.758575 -54.304733 -54.62599  -54.188816 -54.22393  -54.50069
 -54.807076 -54.218445 -53.932396 -53.29267  -52.474472 -52.176777
 -52.45557  -53.58138  -53.623825 -54.71566  -55.4158   -56.13722
 -55.530407 -55.34418  -55.719875 -55.793007 -55.17076  -54.436623
 -53.953587 -54.037548 -54.025288 -54.26444  -54.38818  -55.250168
 -55.961773 -56.738544 -57.237373 -58.045525 -59.95746  -62.09788
 -62.896923 -64.33939  -65.43611  -65.90688  -65.98354  -66.21859
 -66.46071  -66.62764  -67.04917  -67.34877  -67.66119  -67.868484
 -68.1469   -68.76894  -69.67371  -69.45939  -68.86776  -69.26748
 -69.90629  -70.325424 -70.92056  -71.53115  -71.86909  -72.567215
 -73.46942  -74.20334  -75.172714 -76.0952   -76.496284 -76.895775
 -77.31166  -77.73675  -77.7794   -78.316635 -79.01675  -79.153725
 -79.29057  -79.59612  -79.6477   -79.84328  -79.990364 -79.97995
 -79.98413  -80.       -80.       -80.       -80.       -80.
 -80.       -80.      ]",101 - Dog
"[-59.170567 -64.79691  -68.94869  -71.6868   -72.616104 -73.34858
 -72.5984   -72.403915 -71.3696   -70.87079  -69.80621  -70.59127
 -71.32253  -70.11196  -69.27846  -67.6813   -66.928154 -64.76329
 -64.32411  -63.99464  -63.907608 -64.29153  -64.47228  -65.86026
 -65.95819  -66.81582  -66.49905  -67.50818  -69.188576 -70.244644
 -70.53899  -69.887085 -68.905334 -67.248695 -67.02314  -67.09511
 -66.96664  -67.08524  -66.030266 -65.4419   -64.122696 -62.457077
 -61.49762  -61.969784 -63.021164 -63.701435 -63.916958 -64.31499
 -64.528244 -64.43908  -64.85415  -65.91008  -67.53989  -69.05154
 -70.50869  -71.98714  -72.86242  -73.99771  -75.41815  -75.93842
 -75.32283  -74.80121  -73.62985  -72.72928  -73.08815  -73.684654
 -74.31469  -74.35535  -74.09083  -73.48513  -72.92473  -73.18324
 -73.606476 -72.83194  -71.26796  -69.83346  -69.99293  -71.24186
 -72.04855  -71.491844 -69.63308  -68.18602  -68.06218  -68.663734
 -69.72452  -71.4556   -72.46072  -72.74001  -72.87461  -72.42345
 -72.45596  -71.670815 -70.635864 -71.71151  -73.88506  -74.10191
 -73.92382  -74.25267  -73.70362  -72.06946  -71.993866 -72.56217
 -72.67278  -72.678246 -72.40915  -72.587875 -72.405846 -72.50667
 -73.42717  -74.25343  -75.90092  -76.29711  -76.20931  -76.315636
 -76.98407  -76.87081  -76.92637  -76.850685 -77.91231  -79.879395
 -79.56693  -79.64758  -80.       -80.       -80.       -80.
 -80.       -80.      ]",102 - Rooster
"[-58.99585  -50.130264 -43.92715  -38.050873 -36.95907  -38.217247
 -35.747353 -33.425476 -30.92513  -33.40576  -36.156826 -37.992973
 -40.364697 -42.85247  -45.110477 -42.55385  -43.864567 -43.809242
 -43.836838 -42.38327  -43.230232 -44.892178 -45.59732  -47.89126
 -47.742565 -49.88156  -47.5883   -47.66731  -48.28018  -48.99245
 -49.433743 -48.18145  -49.244846 -49.521656 -49.864456 -49.063095
 -48.86215  -49.198673 -48.638306 -49.501095 -51.644676 -52.565544
 -52.64475  -54.026264 -54.651093 -54.8425   -55.474724 -55.11316
 -54.85585  -53.97833  -54.256126 -54.900513 -55.313652 -54.838703
 -55.0036   -55.531532 -56.034523 -55.971962 -56.097504 -55.927082
 -57.02699  -58.00678  -58.170643 -58.347466 -58.823975 -59.44863
 -59.591537 -59.2557   -59.5093   -59.72265  -60.333042 -60.199238
 -60.034233 -60.291096 -60.921276 -61.41895  -61.434338 -61.415054
 -61.487026 -61.930504 -61.728645 -61.7267   -61.971123 -62.02758
 -62.332836 -63.02052  -63.19823  -63.101025 -63.09981  -63.19773
 -63.909794 -64.1647   -63.884914 -64.06745  -63.875645 -64.40513
 -64.9774   -64.974686 -64.97308  -65.45567  -65.88236  -65.96779
 -65.831    -66.01738  -66.956985 -67.08069  -67.02952  -67.72716
 -68.37945  -68.227875 -68.207344 -68.769936 -69.042816 -69.48542
 -70.08523  -70.01036  -70.74502  -71.30991  -71.36637  -72.03417
 -71.839905 -72.6027   -73.19539  -76.77929  -79.987495 -79.99475
 -79.99502  -79.99509 ]",104 - Cow
"[-10.827381 -14.500199 -20.345755 -27.027376 -32.86773  -39.729214
 -42.907963 -44.664764 -42.923393 -43.72934  -43.485226 -45.215294
 -46.268745 -46.37942  -47.784298 -47.352493 -48.801064 -47.966183
 -48.489582 -48.405598 -48.334084 -48.608013 -47.50674  -47.900333
 -47.06327  -48.35539  -47.82932  -48.055622 -48.02413  -48.066578
 -48.65     -47.69208  -47.601643 -45.67255  -44.91902  -44.002743
 -41.63431  -39.522175 -37.548264 -36.402275 -36.947113 -38.073597
 -38.869247 -39.968845 -40.987892 -42.39547  -44.429245 -47.145794
 -50.40508  -52.223766 -52.83665  -53.08042  -53.052704 -50.6892
 -48.263027 -46.09751  -44.238846 -41.837337 -38.10564  -34.745712
 -31.74244  -29.633097 -26.674644 -24.55505  -25.58874  -27.804178
 -32.008068 -38.392693 -44.345043 -48.043095 -50.099667 -51.60891
 -52.291363 -52.11873  -52.575256 -50.82552  -49.29028  -49.94663
 -52.733032 -55.3074   -56.794964 -57.67884  -57.639412 -56.998024
 -56.16903  -56.36628  -57.51948  -58.664703 -60.340412 -61.571964
 -61.585373 -61.536057 -61.295483 -61.15182  -62.161926 -62.65845
 -62.70676  -62.833393 -63.071774 -63.399014 -63.54952  -63.768764
 -63.742542 -63.860516 -64.11407  -64.29617  -64.293594 -64.323105
 -64.30847  -64.5204   -64.36654  -64.69113  -64.71469  -64.61067
 -64.80074  -64.811455 -64.86827  -64.960014 -66.167854 -69.06111
 -69.43051  -70.92724  -75.838875 -78.82735  -79.90255  -79.90288
 -79.903114 -79.90325 ]",105 - Frog
"[-30.925447 -43.8517   -51.202526 -54.32671  -56.26257  -58.283226
 -58.49066  -60.7291   -61.159378 -62.288048 -61.606316 -61.515076
 -61.484463 -61.256348 -61.328606 -60.384792 -61.62759  -60.28677
 -60.304516 -59.374012 -59.331474 -59.603302 -58.405647 -58.54567
 -55.595646 -53.939674 -51.58828  -50.96338  -50.74584  -51.66797
 -53.963703 -54.19406  -55.711716 -55.636    -56.72452  -57.32564
 -57.40421  -58.54341  -59.244774 -59.635105 -59.6554   -60.13501
 -60.68246  -61.50291  -60.394276 -58.90386  -56.91706  -56.05696
 -55.966515 -54.91161  -55.321148 -54.885567 -53.35069  -52.04763
 -52.42578  -54.508556 -57.61376  -59.221596 -60.13945  -61.877464
 -62.249805 -61.85637  -60.182938 -59.361977 -58.863743 -58.982582
 -60.824947 -62.285503 -63.376408 -64.06008  -63.820812 -63.022827
 -61.94524  -60.682117 -61.223553 -63.40254  -64.32809  -64.28864
 -65.224625 -65.36235  -66.19678  -67.42463  -68.91341  -69.615974
 -70.51933  -72.21086  -72.69123  -71.86518  -70.71187  -69.888054
 -70.202385 -70.735016 -70.80356  -72.169685 -72.09627  -72.861786
 -71.76611  -73.38734  -74.23504  -74.33375  -75.18477  -76.48849
 -77.78884  -78.20394  -76.46994  -75.572815 -75.36651  -74.70179
 -75.14531  -76.79838  -77.0601   -76.665634 -77.4084   -78.4549
 -78.87576  -78.68173  -78.657295 -79.23318  -79.90197  -80.
 -80.       -80.       -80.       -80.       -80.       -80.
 -80.       -80.      ]",102 - Rooster
